,Bird Species,Distance Bin,Time,Location Hash,Latitude,Longitude,Time Period,Group Name,Location,Habitat Type,Remarks
506,Olive-backed sunbird,2,0955,7e8a6ec7d3b6212d87ee0fd29331492d,1.29625,103.778333,0951,Ashy Minivet,Beside bend along Science Drive 4,Tree (10m high in tree),moving among branches of same tree
507,Olive-backed sunbird,2,0958,7e8a6ec7d3b6212d87ee0fd29331492d,1.29625,103.778333,0951,Ashy Minivet,Beside bend along Science Drive 4,Tree (5m high in tree),moving among branches of same tree
508,Olive-backed sunbird,1,1009,92c8f21c225d9dd75435fda9ef1d3e48,1.29725,103.779417,1005,Ashy Minivet,Stone benches beside field,Tree (10m high in tree),moving among branches of same tree; location has high vehicular traffic
509,Javan myna,2,1011,92c8f21c225d9dd75435fda9ef1d3e48,1.29725,103.779417,1005,Ashy Minivet,Stone benches beside field,Urban (Building; 3rd Storey),location has high vehicular traffic
510,Olive-backed sunbird,1,1031,6c52f476961a8969283ae6801df01502,1.293806,103.785139,1029,Ashy Minivet,Grass Patch opposite Kent Ridge MRT Station,Tree (10m high in tree),moving among branches of same tree; location has high vehicular traffic
511,Olive-backed sunbird,1,1031,6c52f476961a8969283ae6801df01502,1.293806,103.785139,1029,Ashy Minivet,Grass Patch opposite Kent Ridge MRT Station,Tree (10m high in tree),moving among branches of same tree; location has high vehicular traffic
512,Javan myna,1,1031,6c52f476961a8969283ae6801df01502,1.293806,103.785139,1029,Ashy Minivet,Grass Patch opposite Kent Ridge MRT Station,Urban (In Drain),location has high vehicular traffic
513,Black-naped oriole,4,1059,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Tree (20m high in tree),flew off about 1min after spotted; construction works
514,Javan myna,1,1059,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Tree (10m high in tree),construction works
515,Olive-backed sunbird,3,1100,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Tree (20m high in tree),moving from tree to tree; construction works
516,Javan myna,3,1101,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Urban (Indoor carpark),construction works
517,Javan myna,3,1101,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Urban (Indoor carpark),construction works
518,Javan myna,3,1101,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,Urban (Indoor carpark),construction works
519,Olive-backed sunbird,,1104,3be7222eceaf98d16c7142b617b13947,1.293083,103.782583,1059,Ashy Minivet,Drop-off point along Medical Drive,NIL (flight),in flight; construction works
520,Black-naped oriole,2,1129,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Tree (30m high in tree),
521,Yellow-vented bulbul,2,1136,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Tree (5m high in tree),flew off about 3min after spotted
522,Yellow-vented bulbul,2,1136,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Tree (5m high in tree),flew off about 3min after spotted
523,Javan myna,1,1138,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Urban (Pavement),
524,Javan myna,1,1138,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Urban (Pavement),
525,Javan myna,1,1138,837546ee11ea842cc9969c9a4ff2a345,1.291528,103.779167,1128,Ashy Minivet,Prince George's Park Residences,Urban (Pavement),
526,Yellow-vented bulbul,2,1111,22cf70ed074ad1d40e97d0274df451e6,1.294722,103.779722,1110,Ashy Minivet,Kent Ridge Road near Institute for Clinical Sciences,Tree,
527,Javan myna,1,1116,22cf70ed074ad1d40e97d0274df451e6,1.294722,103.779722,1110,Ashy Minivet,Kent Ridge Road near Institute for Clinical Sciences,Tree,
528,Olive-backed sunbird,,0759,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
529,Yellow-vented bulbul,,0759,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
530,Javan myna,,0801,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
531,Yellow-vented bulbul,,0802,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Urban,
532,Olive-backed sunbird,2,0803,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
533,Swiftlet,,0804,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
534,Swiftlet,,0804,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
535,Swiftlet,,0804,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
536,Yellow-vented bulbul,,0805,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
537,Olive-backed sunbird,2,0806,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
538,Yellow-vented bulbul,2,0808,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
539,Yellow-vented bulbul,2,0808,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
540,Swiftlet,,0808,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
541,Yellow-vented bulbul,2,0811,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
542,Olive-backed sunbird,1,0811,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
543,,1,0812,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
544,Asian koel,2,0814,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
545,Swiftlet,,0814,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
546,Swiftlet,,0814,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
547,Yellow-vented bulbul,2,0814,7762fa63e42ee7255d9b925683b76338,1.294235,103.7701660,0758,Banded Woodpecker ,Linkway between Ventus and Eusoff Hall,Tree,
548,Olive-backed sunbird,1,0825,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
549,Yellow-vented bulbul,,0827,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
550,Olive-backed sunbird,1,0829,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
551,Javan myna,,0829,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
552,Olive-backed sunbird,1,0832,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
553,Olive-backed sunbird,1,0832,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
554,,,0833,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
555,Yellow-vented bulbul,,0835,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
556,Olive-backed sunbird,,0835,026e6472b78251b6515575d66d5f8cf0,1.293647,103.771414,0825,Banded Woodpecker ,"Road along AS5, facing Eusoff and Temasek Halls",Tree,
557,Yellow-vented bulbul,,0840,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
558,Javan myna,,0840,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
559,Olive-backed sunbird,,0840,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
560,Javan myna,1,0841,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
561,Black-naped oriole,,0841,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
562,Olive-backed sunbird,1,0843,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
563,Javan myna,1,0843,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
564,Javan myna,2,0844,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
565,Yellow-vented bulbul,,0847,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
566,Yellow-vented bulbul,1,0849,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
567,Olive-backed sunbird,,0850,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
568,Yellow-vented bulbul,,0850,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
569,Javan myna,,0850,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
570,Rock pigeon,,0850,8f0319ac579fdab89254d94b3ac32729,1.293939,103.772468,0840,Banded Woodpecker ,Driveway between the Deck and KR Guild House,Tree,
571,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
572,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
573,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
574,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
575,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
576,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
577,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
578,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
579,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
580,Swiftlet,,0906,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
581,Black-naped oriole,,0907,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
582,Olive-backed sunbird,,0907,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Urban,
583,Yellow-vented bulbul,1,0908,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
584,Yellow-vented bulbul,2,0909,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
585,Eagle,,0911,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
586,Javan myna,,0912,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Urban,
587,Javan myna,2,0914,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
588,Black-naped oriole,,0915,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
589,Javan myna,3,0916,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
590,Black-naped oriole,2,0917,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Tree,
591,Olive-backed sunbird,2,0917,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
592,Olive-backed sunbird,2,0917,c66281b6dd447f4ffa579be822dee5ae,1.294779,103.775093,0906,Banded Woodpecker ,"Area behind SoC, between two buildings, next to a forest",Forest,
593,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
594,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
595,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
596,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
597,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
598,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
599,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
600,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
601,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
602,Swiftlet,,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
603,Olive-backed sunbird,1,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
604,Olive-backed sunbird,1,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
605,Olive-backed sunbird,1,0932,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
606,Javan myna,,0934,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
607,,,0934,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
608,Olive-backed sunbird,,0934,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
609,Javan myna,,0934,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
610,Olive-backed sunbird,1,0935,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
611,Olive-backed sunbird,1,0935,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
612,Yellow-vented bulbul,2,0937,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
613,Olive-backed sunbird,,0937,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
614,Olive-backed sunbird,1,0939,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
615,Olive-backed sunbird,2,0941,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
616,Yellow-vented bulbul,2,0941,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
617,Yellow-vented bulbul,2,0941,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
618,Javan myna,,0941,f40b3c73e9d087324ec80862203e21f4,1.297178,103.773651,0931,Banded Woodpecker ,"CLB Annexe, outside Centre for Instructional Technology",Tree,
619,Black-naped oriole,,0844,0f4fe830c3879be65ba1d04cf935ce68,1.305818,103.771590,0835,Banded Woodpecker ,"Beside Clementi Road, area beside the Ebra crossing",Tree,
620,Olive-backed sunbird,,0845,0f4fe830c3879be65ba1d04cf935ce68,1.305818,103.771590,0835,Banded Woodpecker ,"Beside Clementi Road, area beside the Ebra crossing",Forest,
621,Yellow-vented bulbul,1,0846,0f4fe830c3879be65ba1d04cf935ce68,1.305818,103.771590,0835,Banded Woodpecker ,"Beside Clementi Road, area beside the Ebra crossing",Forest,
622,Jungle crow,,0848,2365d1968ca0eee281ac4e1aa4c93a33,1.307937,103.772875,0848,Banded Woodpecker ,"Area outside the dining hall of CAPT and RC4, closer to the Yale-NUS side",Tree,
623,Javan myna,,0852,2365d1968ca0eee281ac4e1aa4c93a33,1.307937,103.772875,0848,Banded Woodpecker ,"Area outside the dining hall of CAPT and RC4, closer to the Yale-NUS side",Tree,
624,Olive-backed sunbird,,0858,2365d1968ca0eee281ac4e1aa4c93a33,1.307937,103.772875,0848,Banded Woodpecker ,"Area outside the dining hall of CAPT and RC4, closer to the Yale-NUS side",Tree,
625,Asian koel,,0900,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
626,Javan myna,1,0902,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Urban,
627,Javan myna,1,0902,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Urban,
628,Javan myna,1,0902,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Urban,
629,Javan myna,1,0902,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Urban,
630,Javan myna,1,0902,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Urban,
631,Javan myna,2,0908,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
632,Javan myna,2,0908,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
633,Javan myna,1,0908,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
634,Yellow-vented bulbul,1,0905,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
635,Yellow-vented bulbul,1,0905,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
636,Yellow-vented bulbul,1,0905,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
637,Yellow-vented bulbul,1,0906,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
638,Yellow-vented bulbul,1,0906,3f68eeff308a06dd8f3fb5dc34e15129,1.308765,103.772247,0900,Banded Woodpecker ,Area beside the parking machine bar. ,Tree,
639,Javan myna,2,0916,2e00e9ea749226d16c3c807e41865fc5,1.305587,103.773146,0915,Banded Woodpecker ,Outside U-town Starbucks,Urban,
640,Yellow-vented bulbul,2,0918,2e00e9ea749226d16c3c807e41865fc5,1.305587,103.773146,0915,Banded Woodpecker ,Outside U-town Starbucks,Urban,
641,Yellow-vented bulbul,,0919,2e00e9ea749226d16c3c807e41865fc5,1.305587,103.773146,0915,Banded Woodpecker ,Outside U-town Starbucks,Urban,
642,Black-naped oriole,,0928,d9e2e478492a24a8c40f9eac5ac3c6e1,1.304757,103.773307,0925,Banded Woodpecker ,Beside guardian,Urban,
643,Javan myna,2,0940,a032c79ff09690f6f49e6d0dae20f4bb,1.305117,103.773674,0937,Banded Woodpecker ,Beside UTR,Urban,
644,Yellow-vented bulbul,1,0953,97707dd6cbc9655b510f22f73984697e,1.306371,103.773911,0949,Banded Woodpecker ,Beside Tembusu college,Tree,
645,Yellow-vented bulbul,1,0953,97707dd6cbc9655b510f22f73984697e,1.306371,103.773911,0949,Banded Woodpecker ,Beside Tembusu college,Tree,
646,Yellow-vented bulbul,1,0955,97707dd6cbc9655b510f22f73984697e,1.306371,103.773911,0949,Banded Woodpecker ,Beside Tembusu college,Tree,
647,Yellow-vented bulbul,1,0955,97707dd6cbc9655b510f22f73984697e,1.306371,103.773911,0949,Banded Woodpecker ,Beside Tembusu college,Tree,
648,Javan myna,,0819,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
649,Javan myna,,0819,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
650,Javan myna,,0819,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
651,Javan myna,,0819,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
652,Javan myna,,0819,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
653,Javan myna,2,0820,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
654,Yellow-vented bulbul,2,0823,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
655,Olive-backed sunbird,2,0823,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
656,Javan myna,2,0825,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
657,Javan myna,2,0825,ec65d9b5866ff40a6d4e5363c51fdba7,1.308473,103.773123,0817,Spotted Wood Owl,"In front of RC4, closest to the University Town bus stop",Urban,"180 degree vision only, blocked by RC4 building behind"
658,Javan myna,2,0836,0de35806adcdaeb4f1505149ff8787e4,1.307031,103.772207,0834,Spotted Wood Owl,In the middle of the Yale-NUS garden,Garden/Park,"180 degree vision only, blocked by Yale-NUS building behind"
659,Javan myna,,0841,0de35806adcdaeb4f1505149ff8787e4,1.307031,103.772207,0834,Spotted Wood Owl,In the middle of the Yale-NUS garden,Garden/Park,"180 degree vision only, blocked by Yale-NUS building behind"
660,Javan myna,,0841,0de35806adcdaeb4f1505149ff8787e4,1.307031,103.772207,0834,Spotted Wood Owl,In the middle of the Yale-NUS garden,Garden/Park,"180 degree vision only, blocked by Yale-NUS building behind"
661,Olive-backed sunbird,,0841,0de35806adcdaeb4f1505149ff8787e4,1.307031,103.772207,0834,Spotted Wood Owl,In the middle of the Yale-NUS garden,Garden/Park,"180 degree vision only, blocked by Yale-NUS building behind"
662,Pink-necked green pigeon,2,0842,0de35806adcdaeb4f1505149ff8787e4,1.307031,103.772207,0834,Spotted Wood Owl,In the middle of the Yale-NUS garden,Garden/Park,"180 degree vision only, blocked by Yale-NUS building behind"
